city,latitude,longitude,elevation_m,month,is_monsoon,is_coastal,rainfall_24h_mm,rainfall_48h_mm,rainfall_72h_mm,max_hourly_rate_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,flood_occurred
Srinagar,34.08,74.8,1585,11,0,0,1.7,2.1,3.7,0.2,14.4,73.9,1005.5,5.5,0
Srinagar,34.08,74.8,1585,4,0,0,2.9,5.9,6.0,0.7,7.6,50.8,1016.8,2.5,0
Visakhapatnam,17.69,83.22,45,12,0,1,15.2,16.2,22.6,3.8,26.9,24.4,1023.2,0.9,0
Bengaluru,12.97,77.59,920,11,0,0,2.2,2.4,2.8,0.5,20.2,73.8,1012.4,5.7,0
Imphal,24.82,93.95,786,9,1,0,141.4,190.1,225.4,27.5,34.4,80.2,1004.9,50.6,1
Lucknow,26.85,80.95,123,11,0,0,2.3,2.3,2.4,0.3,24.6,33.9,1007.7,6.2,0
Bhubaneswar,20.3,85.82,45,1,0,1,23.5,29.8,46.3,3.6,21.4,51.9,1012.6,6.7,0
Kochi,9.93,76.27,0,10,0,1,3.2,4.0,7.1,1.6,30.2,70.1,1012.2,16.6,0
Kochi,9.93,76.27,0,12,0,1,0.6,0.6,0.6,0.0,25.0,79.3,1006.9,24.4,0
Kochi,9.93,76.27,0,10,0,1,2.7,6.1,6.4,0.3,23.9,77.6,1011.6,5.0,0
Visakhapatnam,17.69,83.22,45,9,1,1,5.5,6.2,6.7,0.1,30.4,85.8,1015.0,22.0,0
Visakhapatnam,17.69,83.22,45,6,1,1,2.9,3.6,4.1,0.3,33.5,92.1,1005.3,10.4,0
Varanasi,25.32,83.01,81,5,0,0,20.8,35.6,38.6,3.7,21.1,43.2,1017.9,5.8,0
Silchar,24.83,92.78,35,6,1,0,24.4,46.4,47.1,3.3,32.7,68.9,1010.5,5.5,0
Dibrugarh,27.47,94.91,108,4,0,0,10.1,10.3,13.8,0.2,20.2,63.0,1012.6,2.1,0
Ahmedabad,23.02,72.57,53,10,0,1,6.0,7.1,12.5,0.6,29.9,70.0,1009.2,8.2,0
Guwahati,26.14,91.74,55,11,0,0,26.4,59.8,62.1,9.7,27.2,35.0,1011.5,2.0,0
Shillong,25.57,91.88,1496,2,0,0,10.7,14.8,15.1,2.3,21.7,61.4,1006.1,5.8,0
Imphal,24.82,93.95,786,1,0,0,1.0,1.8,2.5,0.1,20.3,39.2,1001.9,1.4,0
Visakhapatnam,17.69,83.22,45,9,1,1,26.3,27.2,27.4,0.4,28.5,76.3,997.5,8.6,0
Imphal,24.82,93.95,786,9,1,0,29.0,29.1,36.4,4.2,23.7,73.6,998.8,17.4,0
Chennai,13.08,80.27,6,3,0,1,2.5,3.4,4.1,0.1,25.6,64.3,1014.6,1.2,0
Delhi,28.61,77.23,216,11,0,0,1.7,2.0,2.0,0.1,25.1,65.6,1015.9,10.2,0
Thiruvananthapuram,8.52,76.94,10,6,1,1,71.2,113.3,117.8,15.4,33.4,81.4,1000.6,6.2,1
Delhi,28.61,77.23,216,6,1,0,0.8,1.6,3.9,0.0,33.2,80.0,1006.5,26.9,0
Patna,25.61,85.14,53,8,1,0,44.0,144.1,202.8,1.0,26.8,78.8,1005.6,2.5,1
Kolkata,22.57,88.36,11,10,0,1,4.7,15.9,17.8,0.3,22.1,56.2,1009.7,0.9,0
Jaipur,26.91,75.79,431,12,0,0,1.1,1.6,2.4,0.1,28.0,70.9,1013.7,1.5,0
Silchar,24.83,92.78,35,2,0,0,9.9,14.4,36.5,0.8,23.4,57.0,1009.9,12.7,0
Srinagar,34.08,74.8,1585,10,0,0,15.7,38.4,39.5,1.9,17.4,45.3,1017.2,2.6,0
Dehradun,30.32,78.03,640,11,0,0,12.6,13.9,30.1,3.0,20.5,61.0,1002.9,11.5,0
Hyderabad,17.39,78.49,542,3,0,0,0.1,0.1,0.1,0.0,30.6,60.8,1011.5,4.7,0
Imphal,24.82,93.95,786,1,0,0,2.4,2.7,3.0,0.3,19.5,65.3,1019.3,2.4,0
Bengaluru,12.97,77.59,920,12,0,0,9.6,10.9,14.7,0.5,20.4,49.8,998.4,5.3,0
Kochi,9.93,76.27,0,2,0,1,24.4,43.0,51.6,2.1,24.2,56.6,1019.9,3.4,0
Kochi,9.93,76.27,0,6,1,1,38.1,61.3,96.2,2.9,23.4,88.0,1002.8,4.3,0
Jaipur,26.91,75.79,431,4,0,0,4.4,5.8,7.1,0.0,26.1,63.0,1015.0,0.9,0
Bhubaneswar,20.3,85.82,45,9,1,1,11.4,20.0,26.8,1.6,34.1,71.9,1008.9,1.0,0
Chennai,13.08,80.27,6,5,0,1,2.8,3.2,3.5,0.1,17.8,73.5,1018.7,0.2,0
Delhi,28.61,77.23,216,1,0,0,30.2,30.3,44.1,6.6,23.0,40.9,1006.8,12.5,0
Silchar,24.83,92.78,35,1,0,0,1.3,2.1,2.2,0.0,24.4,71.8,1014.3,5.9,0
Ahmedabad,23.02,72.57,53,4,0,1,0.8,1.0,1.1,0.2,25.8,78.1,1018.5,41.4,0
Patna,25.61,85.14,53,9,1,0,178.2,228.8,467.6,7.1,30.9,84.2,992.7,6.2,1
Lucknow,26.85,80.95,123,7,1,0,15.7,19.6,38.8,4.6,33.7,83.0,998.6,8.8,0
Silchar,24.83,92.78,35,2,0,0,14.2,28.8,33.2,3.5,27.3,50.3,1007.7,0.7,0
Kolkata,22.57,88.36,11,12,0,1,14.1,14.4,15.1,1.7,28.1,36.4,1015.9,8.8,0
Shillong,25.57,91.88,1496,12,0,0,15.7,15.7,36.4,4.9,16.9,46.8,1007.8,4.7,0
Hyderabad,17.39,78.49,542,2,0,0,0.1,0.2,0.2,0.0,17.7,66.6,1013.6,11.5,0
Dehradun,30.32,78.03,640,1,0,0,4.6,5.5,6.6,0.1,27.6,51.8,1012.5,7.0,0
Mumbai,19.08,72.88,14,9,1,1,13.4,17.0,21.0,1.5,27.0,64.3,999.7,19.6,0
Pune,18.52,73.86,560,1,0,0,15.8,22.2,27.6,0.5,21.9,34.6,1008.1,3.3,0
Guwahati,26.14,91.74,55,10,0,0,2.7,3.0,3.7,0.1,24.5,58.3,1014.3,6.3,0
Hyderabad,17.39,78.49,542,12,0,0,3.3,3.9,4.2,0.3,27.1,42.0,1019.0,0.6,0
Raipur,21.25,81.63,298,6,1,0,26.6,39.8,42.2,4.5,30.0,76.6,1012.2,3.5,0
Dibrugarh,27.47,94.91,108,11,0,0,23.4,32.9,33.7,0.6,27.9,57.6,1012.1,6.3,0
Dehradun,30.32,78.03,640,5,0,0,11.4,11.8,12.4,0.0,22.1,73.0,1007.1,2.9,0
Ahmedabad,23.02,72.57,53,11,0,1,4.3,4.5,4.5,0.1,28.2,63.7,1021.0,12.2,0
Imphal,24.82,93.95,786,11,0,0,5.9,6.3,6.4,0.4,16.2,64.8,1010.6,10.3,0
Dibrugarh,27.47,94.91,108,12,0,0,11.3,48.1,53.1,1.0,27.2,69.7,1009.1,0.5,0
Hyderabad,17.39,78.49,542,9,1,0,12.0,14.6,17.6,0.5,22.0,97.4,1009.9,17.3,0
Pune,18.52,73.86,560,3,0,0,18.9,33.5,38.9,1.6,20.9,32.3,1016.9,2.2,0
Pune,18.52,73.86,560,6,1,0,16.7,32.0,50.5,2.5,24.9,90.0,1014.0,14.8,0
Silchar,24.83,92.78,35,11,0,0,0.7,1.8,2.1,0.0,19.8,48.4,1021.0,0.4,0
Delhi,28.61,77.23,216,6,1,0,6.4,12.1,16.3,0.1,22.0,68.5,994.0,1.3,0
Chennai,13.08,80.27,6,7,1,1,73.1,78.0,106.9,1.2,36.6,78.0,993.8,29.1,1
Kolkata,22.57,88.36,11,12,0,1,1.9,3.1,3.9,0.5,25.4,75.9,1011.1,16.2,0
Visakhapatnam,17.69,83.22,45,3,0,1,8.9,15.7,16.0,0.7,22.3,66.7,1010.5,0.2,0
Guwahati,26.14,91.74,55,3,0,0,0.4,1.5,1.8,0.0,17.8,63.6,1015.9,5.0,0
Visakhapatnam,17.69,83.22,45,2,0,1,0.5,1.2,1.8,0.1,21.9,54.2,1017.4,21.7,0
Ahmedabad,23.02,72.57,53,7,1,1,75.7,161.7,185.3,15.4,26.1,93.2,1015.8,5.8,1
Hyderabad,17.39,78.49,542,5,0,0,1.0,1.2,1.7,0.4,16.9,47.2,1013.4,8.9,0
Pune,18.52,73.86,560,8,1,0,22.0,24.4,31.7,1.9,32.6,82.4,1001.6,17.6,0
Pune,18.52,73.86,560,4,0,0,11.5,13.0,16.8,0.5,23.4,43.3,1006.5,9.8,0
Bengaluru,12.97,77.59,920,1,0,0,0.7,1.2,1.3,0.1,18.6,36.1,1002.8,30.9,0
Ranchi,23.34,85.31,651,4,0,0,6.3,7.0,7.5,0.5,16.8,72.1,1008.8,8.3,0
Kochi,9.93,76.27,0,11,0,1,16.1,21.3,29.0,0.6,23.6,63.0,1013.9,7.1,0
Jaipur,26.91,75.79,431,9,1,0,105.9,225.8,326.0,10.3,21.0,73.9,997.7,12.9,1
Thiruvananthapuram,8.52,76.94,10,8,1,1,39.2,48.9,91.9,11.9,33.6,85.9,1010.9,41.3,0
Lucknow,26.85,80.95,123,6,1,0,48.2,56.4,68.3,6.0,37.5,78.2,1003.2,2.6,0
Dehradun,30.32,78.03,640,6,1,0,5.2,8.9,18.6,0.2,16.4,94.1,998.8,4.6,0
Delhi,28.61,77.23,216,1,0,0,7.1,20.8,23.9,0.7,23.6,65.6,1019.7,2.8,0
Guwahati,26.14,91.74,55,10,0,0,2.3,2.5,2.8,0.6,28.4,51.4,1010.3,12.8,0
Kochi,9.93,76.27,0,10,0,1,21.4,32.7,33.6,3.5,31.5,54.1,1008.6,8.1,0
Shillong,25.57,91.88,1496,6,1,0,72.0,75.4,103.1,9.9,24.9,81.5,989.6,16.6,1
Ranchi,23.34,85.31,651,6,1,0,1.0,3.1,3.4,0.0,32.8,89.7,1020.0,46.1,0
Srinagar,34.08,74.8,1585,6,1,0,20.9,21.4,25.0,0.8,23.6,70.9,1016.6,2.5,0
Shillong,25.57,91.88,1496,2,0,0,17.8,49.1,58.3,0.6,24.5,40.3,1009.1,6.3,0
Thiruvananthapuram,8.52,76.94,10,2,0,1,13.2,24.2,31.1,1.6,19.1,70.9,1024.1,42.3,0
Visakhapatnam,17.69,83.22,45,8,1,1,18.1,20.0,22.3,0.2,24.8,92.1,1002.8,5.9,0
Raipur,21.25,81.63,298,5,0,0,19.9,28.8,55.0,2.3,24.0,43.7,1011.6,2.7,0
Silchar,24.83,92.78,35,7,1,0,26.3,30.0,38.1,4.4,27.3,92.8,1008.7,25.7,0
Bhubaneswar,20.3,85.82,45,5,0,1,63.3,94.0,152.7,20.6,28.8,75.5,1011.0,26.3,0
Bhubaneswar,20.3,85.82,45,2,0,1,9.0,27.5,28.6,0.8,25.4,67.8,1010.4,8.4,0
Dehradun,30.32,78.03,640,10,0,0,5.5,8.4,8.4,1.0,17.4,64.1,1002.6,0.4,0
Guwahati,26.14,91.74,55,5,0,0,21.4,28.0,37.7,0.6,24.3,85.4,1020.3,8.5,0
Varanasi,25.32,83.01,81,9,1,0,74.7,83.0,113.3,34.4,32.9,66.4,1019.3,5.6,1
Imphal,24.82,93.95,786,1,0,0,22.4,30.1,33.8,3.6,16.1,60.1,1018.4,3.5,0
Pune,18.52,73.86,560,8,1,0,56.1,72.8,126.6,0.2,28.7,79.2,1020.0,4.7,0
Raipur,21.25,81.63,298,9,1,0,141.6,196.3,213.2,30.2,29.4,82.8,991.2,1.7,1
Silchar,24.83,92.78,35,5,0,0,0.4,0.5,0.6,0.0,22.0,64.4,1010.5,4.2,0
Ranchi,23.34,85.31,651,3,0,0,6.9,13.7,17.0,0.7,18.1,53.6,1015.1,1.2,0
Mumbai,19.08,72.88,14,2,0,1,29.3,45.8,49.3,1.9,19.4,58.9,1009.2,11.1,0
Kochi,9.93,76.27,0,3,0,1,0.9,1.6,1.7,0.3,18.3,34.1,1012.9,6.9,0
Jaipur,26.91,75.79,431,8,1,0,23.5,25.8,26.4,3.8,17.8,87.1,1020.0,13.2,0
Raipur,21.25,81.63,298,4,0,0,14.2,37.2,40.1,2.8,27.9,53.1,1012.0,16.5,0
Lucknow,26.85,80.95,123,8,1,0,93.2,134.6,212.0,0.5,32.3,97.5,1013.3,11.2,1
Kolkata,22.57,88.36,11,11,0,1,7.1,8.6,11.9,0.2,27.8,23.9,1016.6,6.4,0
Delhi,28.61,77.23,216,10,0,0,12.1,24.1,25.8,1.3,20.5,41.7,1019.8,2.9,0
Chennai,13.08,80.27,6,1,0,1,15.5,17.9,20.5,1.3,17.7,46.5,1008.9,1.7,0
Bhubaneswar,20.3,85.82,45,9,1,1,9.9,13.7,17.2,2.7,31.3,73.9,1009.5,0.4,0
Ranchi,23.34,85.31,651,8,1,0,4.4,11.6,12.3,0.1,30.0,69.9,1001.2,0.0,0
Dibrugarh,27.47,94.91,108,2,0,0,1.5,2.4,3.6,0.3,23.6,70.9,1016.3,11.0,0
Kolkata,22.57,88.36,11,9,1,1,79.1,121.1,127.2,32.6,27.8,82.4,994.9,29.6,1
Jaipur,26.91,75.79,431,12,0,0,0.6,0.6,1.5,0.1,27.4,84.3,1020.8,7.5,0
Hyderabad,17.39,78.49,542,10,0,0,3.1,3.2,4.3,0.6,26.3,80.9,1013.3,1.2,0
Mumbai,19.08,72.88,14,7,1,1,50.6,66.1,96.6,17.9,30.9,69.7,1008.4,6.3,0
Delhi,28.61,77.23,216,6,1,0,6.5,7.7,8.5,5.1,27.1,84.6,997.7,0.8,0
Pune,18.52,73.86,560,11,0,0,8.7,16.8,22.7,3.4,23.5,68.6,1002.1,1.6,0
Kochi,9.93,76.27,0,1,0,1,10.8,11.2,14.5,3.7,31.3,60.6,1020.0,19.3,0
Chennai,13.08,80.27,6,11,0,1,14.2,14.7,18.8,0.2,23.3,47.6,1016.9,4.7,0
Delhi,28.61,77.23,216,5,0,0,1.5,1.7,3.8,0.5,22.1,80.3,1005.4,4.8,0
Kochi,9.93,76.27,0,4,0,1,2.5,3.0,5.4,0.3,15.5,76.4,1005.6,6.0,0
Chennai,13.08,80.27,6,2,0,1,8.4,8.8,12.1,0.4,23.9,60.1,1016.0,2.6,0
Ranchi,23.34,85.31,651,8,1,0,57.5,124.0,124.1,19.8,37.4,82.5,996.6,5.7,0
Dehradun,30.32,78.03,640,4,0,0,4.6,9.1,9.1,0.2,14.5,74.5,1012.9,1.8,0
Hyderabad,17.39,78.49,542,3,0,0,2.8,3.9,4.5,1.3,19.3,66.3,1014.8,2.8,0
Lucknow,26.85,80.95,123,4,0,0,4.4,5.8,10.6,0.0,26.0,63.2,1016.8,7.6,0
Bengaluru,12.97,77.59,920,9,1,0,21.9,47.9,57.2,2.0,22.3,89.9,995.3,6.7,0
Chennai,13.08,80.27,6,10,0,1,13.7,20.0,20.0,0.1,28.2,71.9,1004.7,1.9,0
Thiruvananthapuram,8.52,76.94,10,2,0,1,2.6,4.2,4.8,0.1,25.8,75.0,1012.6,4.6,0
Ahmedabad,23.02,72.57,53,2,0,1,3.2,4.4,4.7,0.4,24.1,81.1,1007.0,9.5,0
Lucknow,26.85,80.95,123,9,1,0,22.9,32.7,44.4,1.2,27.8,85.1,996.4,16.8,0
Silchar,24.83,92.78,35,8,1,0,10.5,11.0,22.1,1.1,33.0,75.7,996.7,3.4,0
Thiruvananthapuram,8.52,76.94,10,1,0,1,0.4,0.7,0.8,0.0,21.2,66.6,1010.9,3.5,0
Jaipur,26.91,75.79,431,7,1,0,39.2,47.9,78.6,5.9,24.2,88.0,996.2,10.6,0
Guwahati,26.14,91.74,55,1,0,0,0.0,0.0,0.0,0.0,22.7,71.4,1006.3,7.1,0
Lucknow,26.85,80.95,123,9,1,0,8.6,15.3,15.4,0.2,34.7,80.6,1008.1,6.0,0
Kolkata,22.57,88.36,11,3,0,1,6.5,12.8,13.5,1.9,35.0,44.3,1012.9,18.1,0
Dibrugarh,27.47,94.91,108,7,1,0,26.0,66.3,74.0,0.0,32.7,70.9,998.2,0.5,0
Mumbai,19.08,72.88,14,1,0,1,8.4,10.2,10.3,0.9,15.9,45.1,1001.4,0.5,0
Jaipur,26.91,75.79,431,4,0,0,12.0,14.7,16.6,2.7,16.4,51.3,1012.7,27.5,0
Ahmedabad,23.02,72.57,53,5,0,1,57.6,95.3,112.6,25.1,20.3,57.8,1003.1,1.3,0
Lucknow,26.85,80.95,123,5,0,0,6.7,10.1,16.5,0.1,29.6,62.8,1010.9,4.2,0
Mumbai,19.08,72.88,14,6,1,1,20.5,24.6,29.7,2.9,29.7,85.1,1001.8,16.1,0
Silchar,24.83,92.78,35,9,1,0,253.7,416.2,480.9,26.9,30.5,88.9,1008.9,7.9,1
Kochi,9.93,76.27,0,5,0,1,9.4,27.9,36.2,0.4,25.4,54.9,1014.2,7.4,0
Shillong,25.57,91.88,1496,9,1,0,47.2,75.3,98.0,7.3,14.1,77.1,1015.5,2.2,0
Bengaluru,12.97,77.59,920,11,0,0,19.0,20.2,25.1,11.4,16.9,80.7,1009.6,5.6,0
Srinagar,34.08,74.8,1585,4,0,0,4.9,5.7,10.7,0.5,17.3,70.4,1016.6,7.4,0
Kolkata,22.57,88.36,11,11,0,1,6.5,13.0,15.0,0.1,24.2,40.2,1013.1,1.7,0
Delhi,28.61,77.23,216,6,1,0,5.9,7.6,11.3,0.4,26.2,77.5,991.0,5.7,0
Kochi,9.93,76.27,0,9,1,1,57.9,154.3,210.7,21.1,27.3,95.7,1007.2,4.3,1
Ranchi,23.34,85.31,651,12,0,0,31.6,31.8,39.2,0.2,11.6,58.4,1016.1,5.1,0
Kolkata,22.57,88.36,11,6,1,1,124.4,252.2,369.6,2.0,20.9,75.8,1018.2,0.6,1
Bhubaneswar,20.3,85.82,45,10,0,1,1.8,3.7,5.6,0.2,17.5,50.5,1003.6,48.3,0
Visakhapatnam,17.69,83.22,45,5,0,1,5.6,9.3,9.3,1.1,23.2,48.5,1010.0,5.3,0
Patna,25.61,85.14,53,10,0,0,33.0,44.1,71.5,1.5,25.8,57.8,1013.2,7.5,0
Kochi,9.93,76.27,0,9,1,1,3.4,3.9,4.9,0.3,30.6,84.7,995.1,22.2,0
Patna,25.61,85.14,53,8,1,0,5.1,5.6,13.4,0.1,18.4,81.9,995.2,8.2,0
Dibrugarh,27.47,94.91,108,1,0,0,5.6,5.7,11.2,1.3,29.3,68.6,1011.3,0.3,0
Pune,18.52,73.86,560,10,0,0,6.6,6.9,18.9,0.0,18.6,45.3,1006.0,23.8,0
Ranchi,23.34,85.31,651,12,0,0,6.7,7.0,7.6,0.2,17.8,88.3,1012.2,6.8,0
Jaipur,26.91,75.79,431,11,0,0,24.2,28.1,28.6,0.9,25.1,27.2,1014.4,23.1,0
Guwahati,26.14,91.74,55,6,1,0,76.6,90.9,109.5,6.1,31.2,100.0,983.9,3.2,1
Srinagar,34.08,74.8,1585,3,0,0,6.4,11.9,22.6,2.3,18.6,41.2,1013.8,9.8,0
Mumbai,19.08,72.88,14,12,0,1,7.7,9.9,12.0,0.8,30.4,59.0,1019.0,1.3,0
Delhi,28.61,77.23,216,9,1,0,15.0,17.6,24.5,2.2,36.6,78.6,994.6,14.7,0
Chennai,13.08,80.27,6,2,0,1,9.3,9.4,11.0,1.5,31.9,68.5,1011.4,16.1,0
Visakhapatnam,17.69,83.22,45,3,0,1,1.3,1.4,1.7,0.1,26.8,74.0,1005.7,8.2,0
Dibrugarh,27.47,94.91,108,7,1,0,4.7,5.9,7.3,0.2,33.4,80.9,996.2,2.8,0
Srinagar,34.08,74.8,1585,12,0,0,1.2,1.3,1.8,0.0,23.6,44.8,1023.5,10.6,0
Delhi,28.61,77.23,216,10,0,0,9.8,11.1,12.0,0.0,23.1,55.0,1004.0,2.1,0
Mumbai,19.08,72.88,14,4,0,1,1.4,1.5,2.1,0.1,27.4,50.5,1014.0,3.5,0
Raipur,21.25,81.63,298,5,0,0,1.1,1.3,1.7,0.3,16.6,23.9,1020.0,2.4,0
Srinagar,34.08,74.8,1585,6,1,0,24.8,31.8,36.6,5.6,28.0,80.2,1008.7,3.3,0
Patna,25.61,85.14,53,6,1,0,23.2,39.9,57.7,0.4,28.6,82.4,1000.4,0.8,0
Shillong,25.57,91.88,1496,2,0,0,12.0,14.1,24.2,2.5,13.1,63.3,1010.8,2.5,0
Dibrugarh,27.47,94.91,108,5,0,0,0.7,1.2,1.4,0.2,27.7,54.0,1015.4,4.3,0
Ranchi,23.34,85.31,651,10,0,0,7.3,10.3,19.8,1.3,11.2,51.6,1009.8,6.4,0
Mumbai,19.08,72.88,14,10,0,1,15.2,25.0,44.4,5.1,28.3,77.8,1008.3,3.8,0
Jaipur,26.91,75.79,431,2,0,0,2.5,5.3,6.5,0.5,17.4,60.0,1005.3,4.0,0
Silchar,24.83,92.78,35,1,0,0,0.6,0.7,0.7,0.1,28.3,62.0,1013.1,9.7,0
Imphal,24.82,93.95,786,2,0,0,4.8,7.7,8.8,0.1,37.3,53.3,1023.3,13.3,0
Dibrugarh,27.47,94.91,108,3,0,0,9.9,12.9,14.6,2.2,29.2,40.1,1008.2,0.8,0
Shillong,25.57,91.88,1496,4,0,0,9.1,12.0,12.9,3.1,29.0,44.5,1018.3,10.6,0
Imphal,24.82,93.95,786,5,0,0,11.7,16.4,18.7,0.4,23.0,77.9,1018.1,4.7,0
Jaipur,26.91,75.79,431,7,1,0,2.1,2.7,2.9,0.3,23.3,82.9,1004.1,12.4,0
Mumbai,19.08,72.88,14,2,0,1,18.2,41.4,53.3,2.1,28.1,66.5,1015.8,22.0,0
Ranchi,23.34,85.31,651,11,0,0,0.4,1.0,1.5,0.0,18.6,52.9,1013.7,10.5,0
Mumbai,19.08,72.88,14,9,1,1,72.0,94.5,97.9,7.7,30.1,74.0,1000.1,26.1,0
Patna,25.61,85.14,53,3,0,0,0.4,0.4,0.4,0.0,21.2,76.1,1005.5,2.4,0
Ranchi,23.34,85.31,651,1,0,0,6.4,9.8,10.0,0.1,25.8,50.8,1007.9,10.1,0
Bengaluru,12.97,77.59,920,9,1,0,46.8,89.0,102.0,2.6,29.7,82.9,999.7,9.4,0
Visakhapatnam,17.69,83.22,45,5,0,1,4.0,9.1,10.3,0.4,32.5,65.1,1020.5,40.1,0
Bengaluru,12.97,77.59,920,1,0,0,0.5,0.8,0.9,0.0,24.2,60.7,1016.6,3.0,0
Kochi,9.93,76.27,0,8,1,1,111.4,295.1,345.6,7.5,24.6,86.6,990.9,3.9,1
Mumbai,19.08,72.88,14,5,0,1,13.8,14.2,14.4,1.4,26.1,40.0,1019.7,22.1,0
Raipur,21.25,81.63,298,7,1,0,13.3,37.9,39.2,4.2,29.8,75.9,1002.2,6.5,0
Imphal,24.82,93.95,786,1,0,0,0.0,0.0,0.0,0.0,21.4,66.0,1014.2,6.0,0
Guwahati,26.14,91.74,55,11,0,0,0.0,0.0,0.0,0.0,19.1,70.6,1014.1,10.7,0
Dibrugarh,27.47,94.91,108,3,0,0,6.2,11.2,12.1,0.8,26.9,42.4,1014.8,1.1,0
Kochi,9.93,76.27,0,1,0,1,8.2,12.7,15.4,0.0,25.7,63.7,1013.4,33.0,0
Silchar,24.83,92.78,35,7,1,0,60.0,63.9,94.4,5.3,24.8,75.5,991.4,3.1,1
Kolkata,22.57,88.36,11,7,1,1,84.8,114.1,205.6,10.6,34.5,92.7,1008.6,4.1,1
Bhubaneswar,20.3,85.82,45,7,1,1,24.9,28.6,34.2,3.3,25.9,92.6,1020.0,0.5,0
Dibrugarh,27.47,94.91,108,5,0,0,42.6,45.5,67.2,10.3,23.7,49.2,1011.3,2.1,0
Patna,25.61,85.14,53,11,0,0,2.9,3.7,4.3,0.5,30.4,30.9,1017.5,23.1,0
Ahmedabad,23.02,72.57,53,9,1,1,25.3,50.8,51.2,2.4,24.2,74.1,1001.0,28.4,0
Srinagar,34.08,74.8,1585,9,1,0,45.6,62.7,94.1,5.4,22.0,76.2,1002.2,1.0,0
Guwahati,26.14,91.74,55,9,1,0,23.4,28.3,34.7,1.6,22.6,89.9,1008.4,1.2,0
Lucknow,26.85,80.95,123,7,1,0,3.0,9.5,9.8,0.2,40.8,70.2,1011.2,8.5,0
Shillong,25.57,91.88,1496,6,1,0,56.5,130.7,133.2,12.2,20.1,99.3,988.1,3.0,1
Visakhapatnam,17.69,83.22,45,1,0,1,6.7,9.4,14.5,1.0,16.3,56.0,1019.9,25.9,0
Delhi,28.61,77.23,216,1,0,0,2.2,2.3,6.6,0.0,21.6,72.4,1009.8,5.4,0
Lucknow,26.85,80.95,123,8,1,0,28.0,28.0,31.1,4.0,38.2,76.9,1003.4,10.0,0
Ranchi,23.34,85.31,651,4,0,0,3.4,3.6,4.9,0.0,23.1,75.5,1005.8,3.1,0
Dibrugarh,27.47,94.91,108,6,1,0,37.1,178.1,210.7,0.2,39.3,79.5,996.5,1.9,1
Srinagar,34.08,74.8,1585,1,0,0,21.9,27.5,29.1,0.2,22.1,69.4,1018.6,14.0,0
Visakhapatnam,17.69,83.22,45,2,0,1,20.3,24.0,56.6,5.8,29.2,67.2,1020.3,33.0,0
Patna,25.61,85.14,53,11,0,0,0.9,0.9,1.0,0.2,31.7,44.0,1004.2,4.7,0
Shillong,25.57,91.88,1496,10,0,0,3.6,5.9,6.1,0.5,18.5,52.5,1017.2,6.6,0
Chennai,13.08,80.27,6,2,0,1,9.6,16.6,21.7,0.4,23.9,46.8,1007.9,0.8,0
Shillong,25.57,91.88,1496,2,0,0,11.0,12.7,17.7,2.0,29.1,91.1,1009.1,4.9,0
Raipur,21.25,81.63,298,10,0,0,6.2,8.2,8.8,0.4,20.9,66.0,1015.3,5.9,0
Kochi,9.93,76.27,0,11,0,1,4.3,4.6,7.3,0.1,28.5,40.8,1016.6,5.1,0
Ahmedabad,23.02,72.57,53,7,1,1,197.9,210.5,307.8,0.8,29.0,78.5,1017.5,38.7,1
Ahmedabad,23.02,72.57,53,12,0,1,4.6,6.4,7.9,0.6,24.7,42.5,1009.4,4.9,0
Srinagar,34.08,74.8,1585,4,0,0,7.9,14.2,17.9,1.8,20.2,30.3,1005.5,7.0,0
Thiruvananthapuram,8.52,76.94,10,10,0,1,6.3,7.2,7.5,0.9,26.9,47.7,1010.9,15.7,0
Delhi,28.61,77.23,216,4,0,0,2.5,3.7,3.8,0.1,23.0,40.5,1009.9,11.0,0
Mumbai,19.08,72.88,14,4,0,1,16.8,23.7,32.8,3.1,15.2,41.0,1015.2,43.7,0
Srinagar,34.08,74.8,1585,6,1,0,21.8,44.7,52.6,4.3,18.3,75.1,1011.9,2.4,0
Silchar,24.83,92.78,35,4,0,0,2.6,8.1,8.6,0.4,24.1,67.8,1019.7,26.6,0
Ranchi,23.34,85.31,651,11,0,0,3.0,4.9,5.5,1.1,20.6,65.5,1009.6,2.3,0
Imphal,24.82,93.95,786,2,0,0,16.0,28.0,31.1,1.0,20.0,51.7,1015.5,5.2,0
Thiruvananthapuram,8.52,76.94,10,7,1,1,1.1,4.0,4.4,0.1,26.8,81.0,1003.8,12.9,0
Silchar,24.83,92.78,35,6,1,0,247.4,256.0,456.6,10.8,22.6,79.2,1000.7,3.3,1
Delhi,28.61,77.23,216,12,0,0,1.3,1.5,1.7,0.2,32.5,49.4,1014.8,6.7,0
Kochi,9.93,76.27,0,11,0,1,5.1,8.4,9.0,0.1,24.2,57.5,1016.0,2.1,0
Shillong,25.57,91.88,1496,7,1,0,77.6,99.8,121.7,8.0,16.8,82.3,1000.5,10.6,0
Ranchi,23.34,85.31,651,2,0,0,0.9,1.3,1.5,0.0,25.3,55.7,1016.8,1.8,0
Raipur,21.25,81.63,298,7,1,0,78.1,115.3,153.2,15.4,23.4,75.2,1004.5,9.9,1
Dehradun,30.32,78.03,640,8,1,0,1.4,2.3,2.4,0.2,32.1,68.0,995.6,2.3,0
